Country,seller_name,address,phone_No,join_date,rating,information,seller_id,seller_url,seller_image_url,collection_by_User
USA,BookResQ.,"West Valley City, UT, U.S.A.",,19:01:2010,5,info@bookresq.com,55202866,https://www.abebooks.com/bookresq-west-valley-city-ut-u.s.a/55202866/sf,/images/bookseller-homepages/10.jpg,{}
USA,Book Rescue,"Kapaau, HI, U.S.A.", +1 (808) 987-6141,03:08:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",84958044,https://www.abebooks.com/book-rescue-kapaau-hi-u.s.a/84958044/sf,,{}
USA,Book - Rare & Collectible,"CLAYTON, NC, U.S.A.",,13:04:2023,4,"Books Rare & Collectible
Clayton, North Carolina",86371099,https://www.abebooks.com/book-rare-collectible-clayton-nc-u.s.a/86371099/sf,/images/bookseller-homepages/7.jpg,{}
USA,Books by White/Walnut Valley Books,"3612 Lakeshore DriveWinfield, KS, U.S.A.
          67156", +1 620-218-0220,01:02:2011,5,"BOOKS BY WHITE is a small independent home-based business with the bulk of my holdings being of an American military nature covering everything from the Revolutionary War to the current wars in Iraq and Afghanistan. I also have holdings of books on the Middle East, the southwestern United States (New Mexico especially), Kansas related titles, Oklahoma related titles, and other regionally specialized books. All my holdings are hand selected to be of good quality books of interest to the reader, historian, or the collector. In addition to the above, you will also find a wide range of other topics such as medical, U.S. history, autobiographical, biographical, sports, women s studies, and many other eclectic topics.   ",8536654,https://www.abebooks.com/books-by-white/walnut-valley-books-winfield/8536654/sf,/images/bookseller-homepages/5.jpg,"{'Adolescent_Books by White/Walnut Valley Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6f9soW26zoWrV90tUnoPyV.png', 'Afghanistan_Books by White/Walnut Valley Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5CtvdTxhsE02oeTUznQDcU.png', 'African Matters_Books by White/Walnut Valley Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1Ddl61DMuD3TYClYFAK574.png', 'African-American Items_Books by White/Walnut Valley Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4zK8pPMKXzUJWta5Uwcl6A.png', 'Agriculture_Books by White/Walnut Valley Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2eOb2Mmn0VEbc2kgiuBbeN.png', 'Aircraft_Books by White/Walnut Valley Books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7KiefhBz7GxImjQJj0ku2F.png'}"
USA,BookScene,"5A Porrazzo RdHull, MA, U.S.A.
          02045", +1 3395022222,27:04:2001,5,"Welcome to TheBookScene.com! We buy old, used, intriguing, useful books and find wonderful new owners for them! Don't be surprised to see volumes from the 1700's and 1800's here, as well as 20th century classics! Please browse all of our selections. ",836077,https://www.abebooks.com/bookscene-hull-ma-u.s.a/836077/sf,/images/bookseller-homepages/7.jpg,"{'Agriculture_BookScene': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1BgnmxLkWqD2pA29FKtjGB.png', 'Antiques Collectibles_BookScene': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5Z6fBg7W45zk6iQB4C0Hgb.png', 'Architecture_BookScene': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6fVFJn3vsLLhuc5B0SMlSm.png', 'Art_BookScene': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2uWykNziX4U22FzF9NlQM1.png', 'Audiobooks_BookScene': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/wsij3JZnP11KtKR6mLlm0.png', 'Automotive_BookScene': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5v8SYfwFWG44czWX0vpKcD.png'}"
USA,Booksavers of Virginia,"731 Mount Clinton PIkeHarrisonburg, VA, U.S.A.
          22802",,25:11:2002,5,"Booksavers of Virginia is a not-for-profit organization that receives donated books and resells them online or at our retail store.  The paper from books that have no market value is recycled, and the spines and covers are utilized to produce heat in the steam plant of a local university. Proceeds benefit the work of Mennonite Central Committee (MCC), a relief and development agency working in the U.S. and around the world.",1698170,https://www.abebooks.com/booksavers-of-virginia-harrisonburg-va-u.s.a/1698170/sf,/images/bookseller-homepages/4.jpg,{}
USA,BooksByDesign,"ATLANTA, GA, U.S.A.",,10:06:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",84723166,https://www.abebooks.com/booksbydesign-atlanta-ga-u.s.a/84723166/sf,,{}
USA,"Books For You, RMABA","1737 S. 8th St.Colorado Springs, CO, U.S.A.
          80905",,16:10:2000,5,"We are a brick and mortar store with about 90,000 books, about 3000 of which are on line. We are a generalist store, with books in most categories including western history, military history, science fiction, children's books, romance and much more, and have been in business for 25 years.",650129,https://www.abebooks.com/books-for-you%2c-rmaba-colorado-springs/650129/sf,/images/bookseller-homepages/4.jpg,"{'Advance Reading Copy_Books For You, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5aj6m7iqp42rprCyNZ6VMt.png', 'Africa_Books For You, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/2GIfDpbJAQTje6O0mgUHpJ.png', 'Alaska_Books For You, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/i0ixt7vCTXgJUBmv97UBR.png', 'American History_Books For You, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/MP8bYl4EczF2pbzEBMcte.png', 'Americana_Books For You, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7kKl49TfYvR9ZqQ8XrMWPr.png', 'Animals_Books For You, RMABA': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5glJXFhpODpq6LmIfdltys.png'}"
USA,Books for Books Sake,"Kronenwetter, WI, U.S.A.",,06:03:2023,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",86206141,https://www.abebooks.com/books-for-books-sake-kronenwetter-wi/86206141/sf,,{}
USA,booksforcomfort,"505 River Oaks Rd.Comfort, TX, U.S.A.
          78013",,07:10:2015,2,"We specialize in hard to find how-to , technical,reference and in general, any book to improve your life and assist in your profession",62858908,https://www.abebooks.com/booksforcomfort-comfort-tx-u.s.a/62858908/sf,,{}
USA,Books for Engineers and More,"Roanoke, VA, U.S.A.",,15:03:2023,4,"Home to a large and growing collection of textbooks, reference books, and monographs on a variety of topics in agricultural and environmental engineering.  Most books in ""as new"" or ""very good"" condition.  ",86246688,https://www.abebooks.com/books-for-engineers-and-more-roanoke/86246688/sf,https://pictures.abebooks.com/storefront/86246688/VendorStoreFront.jpg,{}
USA,"Books & More, Darryld & Trixie Kautzmann","Lake Havasu City, AZ, U.S.A.", +1 928 266 5371,11:09:2001,4,"On line Specialists in Western Americana & Canadian non fiction, American & Canadian Indian, Homestead, Gold Seeking and other western interests",117319,https://www.abebooks.com/books-more%2c-darryld-trixie-kautzmann-havasu/117319/sf,/images/bookseller-homepages/10.jpg,{}
USA,BooksMark,"Middletown, NY, U.S.A.",,04:03:2023,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",86191359,https://www.abebooks.com/booksmark-middletown-ny-u.s.a/86191359/sf,,"{'Harlequins and Silhouettes_BooksMark': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/42kNfzxRH6GBJYvFpKmPYF.png', 'Westerns_BooksMark': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4hkAXn3yqneoDxvPLBI3mB.png'}"
USA,Books of Paradise,"PO Box 882Magalia, CA, U.S.A.
          95954", +1 530-873-6503,01:11:2007,5,Books of Paradise was established in January of 1988. We were a 'mom & pop' general used book store until we closed in 2011 and are now strictly an online bookseller.,796719,https://www.abebooks.com/books-of-paradise-magalia-ca-u.s.a/796719/sf,/images/bookseller-homepages/7.jpg,"{'Americana_Books of Paradise': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7ajEcQRsd8OMnJ4BdOybc0.png', 'Animals_Books of Paradise': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/64shvJUEi1GVfmQnGogzQC.png', 'Antiques_Books of Paradise': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1olSr4OeybTbnJ7qhtfh9y.png', 'Archaeology_Books of Paradise': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1Qr2lrllA0YOwZVE7GMU4B.png', 'Architecture_Books of Paradise': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/o0RyeiofdWG3yQv5atprb.png', 'Art_Books of Paradise': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1eddKM6Lclge24Dw5Bq3nA.png'}"
USA,Bookstax,"Salem, OR, U.S.A.",,04:10:2022,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",65052,https://www.abebooks.com/bookstax-salem-or-u.s.a/65052/sf,,{}
USA,Books & Salvage,"Ocean Gate, NJ, U.S.A.",,04:09:2015,5,"New & used in multiple subject areas; fiction, non-fiction, reference and source materials, various ephemera and collectible material. Also...library discards, some rare/out of print and vintage. Hardcover, soft cover, QP's and brochures. 
We Accept all Major Credit Cards through ABE and PayPal.com. PayPal to: booksalvage@hotmail.com 

Money Orders, Cashiers Checks and Personal Checks are also accepted. All Items are shipped within 24 hours of receipt of payment. If mailing payment please contact us beforehand so we can put the title on hold for you. All Domestic and International orders are shipped through United States Postal Service Media Mail Rates. ",919731,https://www.abebooks.com/books-salvage-ocean-gate-nj-u.s.a/919731/sf,https://pictures.abebooks.com/storefront/919731/VendorStoreFront.jpg,{}
USA,BooksRUS,"roseville, CA, U.S.A.", +1 9168956159,12:11:2022,5,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",57190154,https://www.abebooks.com/booksrus-roseville-ca-u.s.a/57190154/sf,,{}
USA,Books Tell You Why  -  ABAA/ILAB,"10070 Dorchester Rd #51479Summerville, SC, U.S.A.
          29485", +1 (843) 849-0283,03:12:2002,3,"Books provide us with information and knowledge; they can make us happy, sad, smart..... they educate us in so many different ways. We at Books Tell You Why believe in the value of a quality book to provide essential information to kids and grown-ups alike to satisfy and stimulate further the curiosity and development of mankind. 

We strive to be leading edge with our products and commit to role model world class customer service. We are looking for the exceptional book for the discerning collector and go the extra mile to connect our customers with some of the most fascinating books they can find. 

With roots from the 20th century, Books Tell You Why was established in its current form in 2002 in South Carolina, U.S. Near Charleston, where history has been written and re-written many times. 

What started out with a few very valuable books from personal collections is expanding rapidly; Books Tell You Why has established itself as one of the leading sources for rare and autographed books in the Southeastern United States. Our international customer base continues to give us great marks for outstanding service and quality of our books.",1874410,https://www.abebooks.com/books-tell-you-why-abaa/ilab-summerville/1874410/sf,/images/bookseller-homepages/4.jpg,"{""A City That Doesn't Sleep_Books Tell You Why  -  ABAA/ILAB"": 'https://d18d761r9motu7.cloudfront.net/cc-sprites/a8Dus41h0m6t72G5JrOPN.png', 'A Great Reading Copy_Books Tell You Why  -  ABAA/ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7A4J7vQfJeHJN0NVxQ1EvP.png', 'Abaa-Vbf_Books Tell You Why  -  ABAA/ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5YvyXKtyFKCUDinCdg5lIb.png', 'Adventure_Books Tell You Why  -  ABAA/ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/LUrkZxs7a7aV5CnVx3Gvh.png', 'All About The Moon_Books Tell You Why  -  ABAA/ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/6VJipItZWcitAqxplxz1O7.png', 'Americana_Books Tell You Why  -  ABAA/ILAB': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/4XmSEirHmV86vhQYGX1Sdq.png'}"
USA,Bookworm Bob,"San Clemente, CA, U.S.A.",,23:11:2020,4,"AbeBooks' uniqueness is our network of independent booksellers who work with us to provide the most diverse selection of rare, used and out-of-print books on the Internet. It is these sellers, with their experience, commitment and love of the used and out-of-print book business who help all our buyers find that treasure they've been looking for.",81548239,https://www.abebooks.com/bookworm-bob-san-clemente-ca-u.s.a/81548239/sf,,{}
USA,born again books,"2251 wigwam parkway #1015henderson, NV, U.S.A.
          89074",,11:04:2019,5,"I Have many collectable books in all fields and I provide f

ast professional service.Will discuss any item listed.",5018444,https://www.abebooks.com/born-again-books-henderson-nv-u.s.a/5018444/sf,/images/bookseller-homepages/4.jpg,"{'Art_born again books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/1a69y9QnTiO8X5FVBDTp7C.png', 'art_born again books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7HakfeReBnHtaUG8pjLMES.png', 'music_born again books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/52UWSK0qZQKCgcW5IYpcMR.png', 'P.G.Wodehouse_born again books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5249FTERbpVXSR5Fn5wMt8.png', 'Science_born again books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/7OxQvLtiS5dkRV1GXORabI.png', 'Sue Grafton_born again books': 'https://d18d761r9motu7.cloudfront.net/cc-sprites/5TM8cN5r32kZ2Ik44dNit8.png'}"
USA,bottom books,"dallas, TX, U.S.A.",,14:11:2017,4,"""i then began again to think about the bottom nature in people... slowly you can see it in them the nature and the mixtures in them... slowly the history of each one comes out of each one... 

i [buy and sell books] for myself and strangers, i do this for my own sake and for the sake of those who know i know it that they look like other ones, that they are separate and yet always repeated.""

- gertrude stein, ""the gradual making of the making of americans""",55076614,https://www.abebooks.com/bottom-books-dallas-tx-u.s.a/55076614/sf,https://pictures.abebooks.com/storefront/55076614/VendorStoreFront.jpg,{}
